dataFrom,date,review,clean_review,Topic,key,Positive Score,Negative Score,Neutral Score,Compound Score,nps_indiv,nps_category,rating,extracted_devresp,devresp_time
googlePlay,,"The deposit interest is very high, which is currently my most satisfactory","['deposit', 'interest', 'satisfactory']",Services & Products,Lack of transparency,0.367,0.0,0.633,0.6997,8,Promoter,5,Hi Sze Hui! Thank you for your five stars review!🤩 We appreciate that you like our high deposit interest. We're always working hard to improve our product and services. Please keep your feedback coming. 🙏💜,2023-06-05T12:14:56.751Z
googlePlay,,"The deposit interest is very high, which is currently my most satisfactory","['deposit', 'interest', 'satisfactory']",Services & Products,Redundant features,0.367,0.0,0.633,0.6997,8,Promoter,5,Hi Sze Hui! Thank you for your five stars review!🤩 We appreciate that you like our high deposit interest. We're always working hard to improve our product and services. Please keep your feedback coming. 🙏💜,2023-06-05T12:14:56.751Z
googlePlay,,"The deposit interest is very high, which is currently my most satisfactory","['deposit', 'interest', 'satisfactory']",Services & Products,Payment issues,0.367,0.0,0.633,0.6997,8,Promoter,5,Hi Sze Hui! Thank you for your five stars review!🤩 We appreciate that you like our high deposit interest. We're always working hard to improve our product and services. Please keep your feedback coming. 🙏💜,2023-06-05T12:14:56.751Z
googlePlay,,"The deposit interest is very high, which is currently my most satisfactory","['deposit', 'interest', 'satisfactory']",Services & Products,Absence of debit card,0.367,0.0,0.633,0.6997,8,Promoter,5,Hi Sze Hui! Thank you for your five stars review!🤩 We appreciate that you like our high deposit interest. We're always working hard to improve our product and services. Please keep your feedback coming. 🙏💜,2023-06-05T12:14:56.751Z
googlePlay,,"The deposit interest is very high, which is currently my most satisfactory","['deposit', 'interest', 'satisfactory']",Services & Products,Misleading app behavior,0.367,0.0,0.633,0.6997,8,Promoter,5,Hi Sze Hui! Thank you for your five stars review!🤩 We appreciate that you like our high deposit interest. We're always working hard to improve our product and services. Please keep your feedback coming. 🙏💜,2023-06-05T12:14:56.751Z
googlePlay,,"The deposit interest is very high, which is currently my most satisfactory","['deposit', 'interest', 'satisfactory']",Services & Products,Others,0.367,0.0,0.633,0.6997,8,Promoter,5,Hi Sze Hui! Thank you for your five stars review!🤩 We appreciate that you like our high deposit interest. We're always working hard to improve our product and services. Please keep your feedback coming. 🙏💜,2023-06-05T12:14:56.751Z
googlePlay,,Invitation fr Singtel. Trying my luck first and it was a very fast approval on a Sunday. Love the fact that we can take any amount fr our credit limit.,"['invitation', 'singtel', 'luck', 'fast', 'approval', 'sunday', 'love', 'fact', 'amount', 'credit', 'limit']",Customer trust,Difficulty processing application,0.336,0.0,0.664,0.9213,10,Promoter,5,"Hi Reese Ismail! Thank you for your five stars review. 💜We are thrilled to know that you like our fast approval and flexible drawdown option for our FlexiLoan. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩",2023-06-05T10:30:24.630Z
googlePlay,,Invitation fr Singtel. Trying my luck first and it was a very fast approval on a Sunday. Love the fact that we can take any amount fr our credit limit.,"['invitation', 'singtel', 'luck', 'fast', 'approval', 'sunday', 'love', 'fact', 'amount', 'credit', 'limit']",Customer trust,Login issues,0.336,0.0,0.664,0.9213,10,Promoter,5,"Hi Reese Ismail! Thank you for your five stars review. 💜We are thrilled to know that you like our fast approval and flexible drawdown option for our FlexiLoan. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩",2023-06-05T10:30:24.630Z
googlePlay,,Invitation fr Singtel. Trying my luck first and it was a very fast approval on a Sunday. Love the fact that we can take any amount fr our credit limit.,"['invitation', 'singtel', 'luck', 'fast', 'approval', 'sunday', 'love', 'fact', 'amount', 'credit', 'limit']",Customer trust,Crashing freezing,0.336,0.0,0.664,0.9213,10,Promoter,5,"Hi Reese Ismail! Thank you for your five stars review. 💜We are thrilled to know that you like our fast approval and flexible drawdown option for our FlexiLoan. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩",2023-06-05T10:30:24.630Z
googlePlay,,Invitation fr Singtel. Trying my luck first and it was a very fast approval on a Sunday. Love the fact that we can take any amount fr our credit limit.,"['invitation', 'singtel', 'luck', 'fast', 'approval', 'sunday', 'love', 'fact', 'amount', 'credit', 'limit']",Customer trust,Unable to cancel delete personal details,0.336,0.0,0.664,0.9213,10,Promoter,5,"Hi Reese Ismail! Thank you for your five stars review. 💜We are thrilled to know that you like our fast approval and flexible drawdown option for our FlexiLoan. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩",2023-06-05T10:30:24.630Z
googlePlay,,Invitation fr Singtel. Trying my luck first and it was a very fast approval on a Sunday. Love the fact that we can take any amount fr our credit limit.,"['invitation', 'singtel', 'luck', 'fast', 'approval', 'sunday', 'love', 'fact', 'amount', 'credit', 'limit']",Customer trust,Misleading advertising,0.336,0.0,0.664,0.9213,10,Promoter,5,"Hi Reese Ismail! Thank you for your five stars review. 💜We are thrilled to know that you like our fast approval and flexible drawdown option for our FlexiLoan. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩",2023-06-05T10:30:24.630Z
googlePlay,,Invitation fr Singtel. Trying my luck first and it was a very fast approval on a Sunday. Love the fact that we can take any amount fr our credit limit.,"['invitation', 'singtel', 'luck', 'fast', 'approval', 'sunday', 'love', 'fact', 'amount', 'credit', 'limit']",Customer trust,Issues with Flexiloan,0.336,0.0,0.664,0.9213,10,Promoter,5,"Hi Reese Ismail! Thank you for your five stars review. 💜We are thrilled to know that you like our fast approval and flexible drawdown option for our FlexiLoan. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩",2023-06-05T10:30:24.630Z
googlePlay,,Invitation fr Singtel. Trying my luck first and it was a very fast approval on a Sunday. Love the fact that we can take any amount fr our credit limit.,"['invitation', 'singtel', 'luck', 'fast', 'approval', 'sunday', 'love', 'fact', 'amount', 'credit', 'limit']",Customer trust,Lack of customer support,0.336,0.0,0.664,0.9213,10,Promoter,5,"Hi Reese Ismail! Thank you for your five stars review. 💜We are thrilled to know that you like our fast approval and flexible drawdown option for our FlexiLoan. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩",2023-06-05T10:30:24.630Z
googlePlay,,Invitation fr Singtel. Trying my luck first and it was a very fast approval on a Sunday. Love the fact that we can take any amount fr our credit limit.,"['invitation', 'singtel', 'luck', 'fast', 'approval', 'sunday', 'love', 'fact', 'amount', 'credit', 'limit']",Customer trust,Unclear error messages,0.336,0.0,0.664,0.9213,10,Promoter,5,"Hi Reese Ismail! Thank you for your five stars review. 💜We are thrilled to know that you like our fast approval and flexible drawdown option for our FlexiLoan. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩",2023-06-05T10:30:24.630Z
googlePlay,,Invitation fr Singtel. Trying my luck first and it was a very fast approval on a Sunday. Love the fact that we can take any amount fr our credit limit.,"['invitation', 'singtel', 'luck', 'fast', 'approval', 'sunday', 'love', 'fact', 'amount', 'credit', 'limit']",Customer trust,Limited attempts to use the app,0.336,0.0,0.664,0.9213,10,Promoter,5,"Hi Reese Ismail! Thank you for your five stars review. 💜We are thrilled to know that you like our fast approval and flexible drawdown option for our FlexiLoan. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩",2023-06-05T10:30:24.630Z
googlePlay,,Invitation fr Singtel. Trying my luck first and it was a very fast approval on a Sunday. Love the fact that we can take any amount fr our credit limit.,"['invitation', 'singtel', 'luck', 'fast', 'approval', 'sunday', 'love', 'fact', 'amount', 'credit', 'limit']",Customer trust,Difficulty registering and depositing,0.336,0.0,0.664,0.9213,10,Promoter,5,"Hi Reese Ismail! Thank you for your five stars review. 💜We are thrilled to know that you like our fast approval and flexible drawdown option for our FlexiLoan. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩",2023-06-05T10:30:24.630Z
googlePlay,,Invitation fr Singtel. Trying my luck first and it was a very fast approval on a Sunday. Love the fact that we can take any amount fr our credit limit.,"['invitation', 'singtel', 'luck', 'fast', 'approval', 'sunday', 'love', 'fact', 'amount', 'credit', 'limit']",Customer trust,Confusing interface,0.336,0.0,0.664,0.9213,10,Promoter,5,"Hi Reese Ismail! Thank you for your five stars review. 💜We are thrilled to know that you like our fast approval and flexible drawdown option for our FlexiLoan. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩",2023-06-05T10:30:24.630Z
